id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
521,4.55,1.92,10431,10676,246,Car,1,403.72,39.75,41.66,41.22,-1.00,-1.00,-1.00,0
522,4.45,1.92,10449,10784,336,Car,2,406.14,29.15,33.28,30.32,25.31,0.86,7.83,0
523,4.35,1.92,10451,10835,385,Car,1,406.26,26.16,27.30,26.46,36.52,1.39,-1.00,0
524,3.64,1.82,10480,10746,267,Car,1,405.81,37.56,38.86,38.16,77.32,2.06,-1.00,0
525,5.15,2.12,10480,10862,383,Car,1,405.71,26.45,26.65,26.56,21.80,0.82,50.33,0
526,4.75,2.02,10495,10811,317,Car,2,405.31,28.08,40.39,32.08,20.25,0.68,5.14,0
527,5.05,2.22,10502,10759,258,Car,1,405.85,38.29,39.87,39.50,15.17,0.38,13.03,0
528,4.65,2.02,10559,10896,338,Car,1,404.03,27.55,32.69,29.99,33.15,1.19,11.88,0
529,4.55,2.02,10571,10857,287,Car,1,406.95,35.38,35.71,35.60,103.41,2.92,-1.00,0
530,4.55,2.02,10616,10927,312,Car,1,405.58,32.39,32.84,32.62,35.60,1.10,7.34,1
531,4.85,2.02,10636,10949,314,Car,1,404.93,32.01,32.79,32.36,21.06,0.64,1437.25,1
532,15.46,2.50,10645,11101,457,Truck,1,402.90,21.97,22.23,22.10,16.44,0.74,-1.00,0
533,16.88,2.50,10655,11031,377,Truck,2,372.86,24.33,25.21,24.81,50.64,2.04,-1.00,0
534,4.55,2.02,10658,10932,275,Car,1,404.82,34.03,39.25,36.96,20.11,0.58,9.78,0
535,4.75,2.02,10662,10941,280,Car,2,398.35,35.39,35.96,35.72,188.43,5.26,25.53,1
536,4.45,2.22,10681,10969,289,Car,1,403.16,33.02,37.11,35.03,25.04,0.76,-1.00,0
537,16.67,2.50,10691,11128,438,Truck,1,384.14,21.86,22.28,21.98,24.10,1.08,179.45,0
538,7.58,1.92,10699,11103,405,Car,2,409.12,24.48,26.18,25.34,66.17,2.57,119.12,0
539,4.45,1.92,10706,11020,315,Car,1,405.17,31.69,32.93,32.27,29.77,0.93,-1.00,1
540,16.78,2.50,10725,11185,461,Truck,1,402.02,21.37,22.88,21.86,11.15,0.50,19.07,0
541,5.05,2.02,10740,11040,301,Car,1,406.09,32.89,36.40,33.86,36.74,1.10,28.65,0
542,5.96,2.43,10764,11222,459,Car,1,403.70,21.81,22.45,22.04,24.99,1.13,40.19,0
543,4.45,2.02,10771,11076,306,Car,2,406.56,32.07,34.62,33.35,151.65,4.73,-1.00,0
544,3.74,1.82,10803,11108,306,Car,1,405.91,32.98,33.62,33.28,76.55,2.29,146.97,0
545,4.95,2.12,10856,11159,304,Car,1,406.51,32.93,33.92,33.57,64.14,1.90,75.77,0
546,3.84,1.82,10890,11205,316,Car,1,406.47,32.00,32.81,32.28,40.25,1.24,-1.00,0
547,4.04,1.82,10897,11269,373,Car,1,405.91,25.25,30.30,27.29,13.00,0.48,19.52,1
548,10.11,2.50,10897,11321,425,Truck,2,405.80,23.07,24.39,23.93,31.65,1.32,-1.00,0
549,4.04,1.82,10915,11229,315,Car,1,406.06,31.36,33.80,32.35,28.35,0.86,44.55,0
550,3.84,1.82,10929,11201,273,Car,2,405.77,36.78,38.21,37.32,141.13,3.83,13.25,1
551,3.54,1.77,10943,11195,253,Car,2,400.51,38.66,40.45,39.75,11.70,0.29,4.53,0
552,4.75,2.02,10944,11298,355,Car,1,406.02,27.07,30.21,28.69,18.47,0.65,8.01,0
553,5.05,2.22,10953,11322,370,Car,1,405.15,27.30,27.82,27.46,44.59,1.62,18.64,0
554,4.75,2.02,10973,11323,351,Car,1,405.30,27.23,29.78,28.96,22.11,0.79,13.28,0
555,4.85,1.92,10980,11337,358,Car,2,399.48,26.13,31.12,27.98,34.64,1.15,6.11,1
556,4.55,2.02,10989,11343,355,Car,1,404.42,26.11,30.10,28.57,14.08,0.49,13.50,0
557,4.85,1.92,11103,11390,288,Car,1,396.05,31.23,35.60,34.51,62.00,1.88,9.00,1
558,5.46,2.37,11179,11519,341,Car,2,405.86,28.87,30.79,29.86,204.39,6.95,42.67,0
559,4.65,1.92,11218,11431,214,Car,2,405.58,45.72,48.53,47.64,163.84,3.42,9.74,0
560,4.14,1.72,11230,11574,345,Car,2,407.69,29.02,30.02,29.64,56.47,1.94,-1.00,0
561,3.94,1.82,11256,11542,287,Car,1,403.03,33.80,36.59,35.25,211.37,6.21,43.25,0
562,4.35,2.22,11258,11527,270,Car,1,403.24,35.83,39.27,37.50,188.92,5.03,25.04,0
563,4.85,1.92,11276,11610,335,Car,2,406.38,30.20,30.83,30.43,39.39,1.29,38.27,0
564,4.65,2.02,11300,11514,215,Car,2,404.95,46.66,48.28,47.34,151.47,3.17,155.01,0
565,4.75,1.92,11347,11634,288,Car,2,398.19,33.99,35.52,34.71,19.95,0.56,8.38,1
566,4.95,1.92,11359,11621,263,Car,2,405.71,37.58,39.40,38.73,109.40,2.91,-1.00,0
567,5.05,2.02,11401,11672,272,Car,2,407.15,37.11,37.89,37.58,44.84,1.18,18.44,0
568,4.75,1.92,11434,11705,272,Car,2,405.70,37.08,38.31,37.44,41.68,1.10,41.16,0
569,4.24,1.82,11518,11810,293,Car,2,405.57,34.59,34.90,34.74,232.71,6.70,306.59,0
570,13.04,2.50,11548,11964,417,Truck,1,400.03,23.98,24.20,24.05,35.05,1.45,-1.00,0
571,4.45,1.92,11610,11882,273,Car,1,395.19,36.03,36.88,36.35,-1.00,-1.00,-1.00,1
572,16.78,2.50,11704,12124,421,Truck,2,381.88,22.10,23.13,22.74,41.64,1.82,-1.00,0
573,8.19,2.50,11706,12155,450,Truck,2,404.61,22.28,22.93,22.53,16.45,0.73,22.94,0
574,4.95,1.87,11733,12000,268,Car,2,398.88,35.99,37.98,37.38,-1.00,-1.00,-1.00,1
575,5.05,2.02,11747,11961,215,Car,1,401.60,46.37,47.28,46.94,155.62,3.30,14.70,0
576,4.65,1.92,11760,12029,270,Car,2,407.95,34.42,41.29,37.94,34.29,0.99,52.19,0
577,4.75,2.12,11761,11976,216,Car,1,402.86,46.55,47.47,46.89,23.11,0.48,51.27,0
578,10.21,2.50,11781,12218,438,Truck,1,401.92,22.87,23.09,23.00,35.39,1.53,-1.00,0
579,4.35,1.82,11805,12090,286,Car,2,400.88,34.85,35.67,35.18,59.00,1.68,-1.00,0
580,4.75,2.12,11813,12105,293,Car,1,403.69,32.83,35.22,34.58,92.71,2.63,-1.00,1
581,18.19,2.50,11848,12280,433,Truck,2,405.82,22.95,23.99,23.49,99.80,4.22,80.40,0
582,16.78,2.50,11949,12353,405,Truck,2,379.14,22.78,23.88,23.47,49.23,2.13,-1.00,0
583,5.56,2.43,11955,12312,358,Car,2,406.57,27.64,29.18,28.48,203.41,7.36,-1.00,0
584,3.84,1.82,12057,12421,365,Car,1,402.92,27.39,28.17,27.68,218.89,7.90,45.90,0
585,3.64,1.72,12069,12438,370,Car,1,404.53,27.02,28.01,27.42,11.93,0.42,-1.00,0
586,4.14,2.02,12088,12367,280,Car,1,403.01,34.73,36.78,36.14,-1.00,-1.00,-1.00,0
587,5.05,1.92,12122,12372,251,Car,2,404.98,38.25,41.97,40.52,88.38,2.22,8.34,0
588,6.77,2.53,12128,12457,330,Truck,2,396.52,29.08,30.83,30.18,129.68,4.21,18.46,0
589,5.26,1.92,12162,12504,343,Car,2,408.08,28.49,30.46,29.84,33.45,1.10,59.93,0
590,4.75,2.22,12261,12586,326,Car,1,403.65,28.83,33.28,31.06,243.91,7.33,-1.00,0
591,4.85,2.02,12300,12605,306,Car,1,405.00,28.72,36.06,33.21,17.40,0.59,7.95,0
592,16.67,2.50,12300,12738,439,Truck,2,405.39,22.47,23.57,23.14,148.13,6.59,-1.00,0
593,5.05,2.02,12301,12544,244,Car,2,404.44,40.88,42.02,41.62,281.95,6.81,90.12,0
594,4.65,2.12,12301,12627,327,Car,1,403.25,27.21,34.07,30.94,216.68,6.77,35.98,0
595,4.75,2.02,12324,12629,306,Car,1,404.46,29.93,36.15,33.17,23.79,0.78,15.64,0
596,4.45,1.92,12395,12706,312,Car,1,402.78,32.21,32.55,32.39,97.69,3.02,19.30,0
597,4.45,1.82,12414,12694,281,Car,2,397.72,34.83,35.76,35.52,183.72,5.27,-1.00,0
598,4.85,2.02,12428,12716,289,Car,2,407.00,34.15,37.56,35.35,15.62,0.45,13.48,0
599,12.53,2.50,12439,12885,447,Truck,2,405.34,22.34,23.08,22.73,115.39,5.16,-1.00,0
600,4.65,1.92,12441,12768,328,Car,1,404.17,30.04,32.04,30.92,56.93,1.78,-1.00,1
601,4.85,2.02,12466,12767,302,Car,1,403.25,32.51,34.09,33.50,181.75,5.42,51.02,0
602,15.97,2.50,12487,12896,410,Truck,1,402.53,24.46,24.81,24.62,40.33,1.62,-1.00,0
603,4.35,2.02,12493,12791,299,Car,1,403.71,32.96,34.63,33.88,25.95,0.77,20.29,0
604,4.95,1.92,12496,12794,299,Car,2,406.82,32.93,35.70,34.16,88.59,2.69,-1.00,0
605,18.75,2.50,12511,12965,455,Truck,2,406.27,21.81,22.79,22.38,46.50,2.13,-1.00,0
606,16.07,2.50,12524,12936,413,Truck,1,402.47,24.25,24.61,24.43,20.83,0.85,169.43,0
607,4.24,1.82,12527,12834,308,Car,2,406.68,32.22,34.22,33.14,36.03,1.11,-1.00,0
608,6.87,2.63,12543,12852,310,Car,1,394.09,31.68,32.06,31.89,61.43,1.91,-1.00,0
609,10.21,2.50,12546,13001,456,Truck,2,404.31,21.93,22.98,22.23,18.71,0.84,267.82,0
610,4.65,1.82,12548,12856,309,Car,2,407.24,32.30,34.67,33.07,22.10,0.68,70.17,0
611,4.75,2.02,12590,12905,316,Car,1,404.78,31.34,33.29,32.14,56.06,1.70,59.84,0
612,16.67,2.50,12603,13020,418,Truck,1,402.64,23.98,24.30,24.15,60.09,2.48,-1.00,0
613,12.03,2.50,12625,13081,457,Truck,2,404.42,21.79,22.58,22.18,58.43,2.64,349.46,0
614,4.65,2.02,12640,12949,310,Car,2,406.35,32.09,33.47,32.89,113.54,3.48,7161.29,0
615,3.94,1.82,12651,12978,328,Car,1,404.89,30.22,33.15,30.96,69.93,2.17,40.79,0
616,4.75,2.02,12668,12974,307,Car,2,407.50,32.25,34.13,33.31,29.07,0.86,29.64,0
617,18.70,2.50,12674,13109,436,Truck,1,403.01,22.88,23.47,23.17,49.54,2.12,-1.00,0
618,4.35,1.82,12683,13008,326,Car,1,404.79,29.74,33.06,31.15,30.91,1.00,18.33,0
619,4.45,2.12,12704,13134,431,Car,1,405.09,22.82,24.15,23.56,18.20,0.78,17.99,0
620,4.75,2.02,12707,13032,326,Car,1,396.75,28.36,32.55,30.54,24.26,0.80,22.80,0
621,5.05,1.92,12734,13004,271,Car,2,405.80,35.20,40.41,37.60,37.46,1.05,10.18,0
622,4.04,1.92,12748,13090,343,Car,1,405.89,28.14,30.89,29.69,49.70,1.65,34.90,0
623,4.55,2.22,12799,13138,340,Car,1,403.21,28.72,31.75,29.75,52.62,1.74,39.27,0
624,3.94,1.92,12808,13068,261,Car,2,407.30,38.87,39.32,39.18,95.67,2.45,24.60,0
625,4.04,1.92,12828,13175,348,Car,1,405.80,28.42,31.34,29.25,34.59,1.12,139.68,0
626,3.44,1.72,12904,13247,344,Car,2,406.96,28.98,30.09,29.67,194.97,6.53,26.86,0
627,7.07,2.53,12949,13265,317,Car,2,406.62,30.69,32.66,32.18,14.97,0.48,8.05,0
628,8.08,2.50,12960,13367,408,Truck,1,401.97,24.40,24.90,24.70,222.43,8.97,112.82,0
629,4.60,1.82,12961,13232,272,Car,2,406.91,36.75,38.03,37.56,235.57,6.41,-1.00,0
630,5.36,2.12,12986,13249,264,Car,2,398.71,37.34,38.34,37.93,28.89,0.76,51.67,0
631,5.05,2.02,13008,13274,267,Car,2,406.09,37.70,38.70,38.18,25.02,0.65,29.89,0
632,4.55,1.92,13022,13442,421,Car,1,405.18,23.90,24.29,24.12,58.88,2.45,-1.00,0
633,5.76,2.63,13064,13405,342,Car,1,403.99,29.03,30.61,29.64,268.41,9.13,438.37,0
634,4.95,1.92,13064,13492,429,Car,1,404.10,23.03,24.51,23.61,33.83,1.39,90.62,0
635,5.96,2.12,13099,13350,252,Car,2,406.79,39.85,41.33,40.55,117.05,2.87,42.46,0
636,4.45,2.02,13125,13375,251,Car,2,403.78,39.76,41.22,40.38,35.26,0.87,192.71,0
637,4.95,1.92,13160,13448,289,Car,1,331.28,26.93,35.08,28.77,26.45,0.87,5.97,0
638,2.63,1.72,13185,13459,275,Car,2,401.59,36.37,37.29,36.68,96.34,2.58,49.81,1
639,4.95,2.02,13213,13524,312,Car,1,405.12,27.75,38.50,32.58,80.65,2.72,7.38,1
640,16.67,2.50,13240,13678,439,Truck,2,405.94,22.76,23.79,23.18,25.31,1.09,-1.00,0
641,4.65,1.92,13251,13567,317,Car,2,407.98,31.25,33.44,32.30,122.36,3.79,-1.00,1
642,18.90,2.50,13286,13722,437,Truck,2,405.42,22.08,23.57,23.24,22.37,0.95,126.40,0
643,4.14,1.92,13311,13645,335,Car,1,404.04,29.61,30.61,30.26,179.37,5.89,24.27,0
644,4.70,2.12,13314,13612,299,Car,1,404.13,32.09,34.70,33.92,109.89,3.26,18.44,0
645,4.65,2.02,13366,13652,287,Car,1,406.32,34.88,35.94,35.54,51.43,1.46,16.91,0
646,4.95,2.02,13382,13692,311,Car,2,406.79,30.22,34.45,32.82,36.50,1.10,3.82,1
647,4.35,2.12,13387,13699,313,Car,1,403.22,30.40,35.21,32.32,60.92,1.98,18.39,0
648,4.65,1.92,13430,13708,279,Car,1,404.76,36.11,36.69,36.42,76.69,2.09,45.60,0
649,7.38,2.50,13487,13870,384,Truck,1,402.36,26.04,26.55,26.27,129.84,4.89,-1.00,0
650,4.35,1.92,13501,13764,264,Car,1,406.76,37.80,39.22,38.69,80.45,2.11,32.77,0
651,4.95,2.02,13558,13936,379,Car,2,406.54,26.33,28.02,26.90,23.60,0.86,74.18,0
652,4.35,1.92,13566,13872,307,Car,1,404.02,30.86,34.03,33.02,14.11,0.41,4.59,1
653,4.65,1.92,13589,13843,255,Car,1,405.26,38.71,41.38,39.91,118.87,3.04,56.20,0
654,5.05,2.22,13592,13896,305,Car,2,398.51,31.61,34.09,32.79,263.94,8.35,-1.00,1
655,4.55,2.22,13595,13898,304,Truck,1,404.78,31.90,33.82,33.42,30.62,0.91,44.65,1
656,4.14,1.82,13623,13939,317,Car,1,405.15,30.54,32.82,32.07,31.69,0.98,14.48,0
657,4.75,2.02,13672,13986,315,Car,1,403.28,31.04,32.62,32.12,54.26,1.72,54.09,0
658,11.93,2.50,13678,14144,467,Truck,2,405.40,21.27,22.31,21.75,114.01,5.35,-1.00,0
659,4.55,2.02,13733,14052,320,Car,1,406.44,30.59,32.59,31.87,76.29,2.35,147.24,0
660,13.64,2.50,13751,14211,461,Truck,2,404.95,21.46,22.43,22.01,45.75,2.06,233.71,0
661,4.95,1.92,13813,14157,345,Car,1,405.68,28.17,30.35,29.49,97.71,3.46,-1.00,0
662,12.43,2.50,13825,14289,465,Truck,2,405.28,20.32,22.57,21.84,51.99,2.54,189.66,0
663,4.95,2.22,13850,14115,266,Car,1,407.45,37.58,40.49,38.45,323.96,8.24,49.23,0
664,14.75,2.83,13953,14376,424,Car,1,406.58,23.84,24.17,24.04,22.65,0.93,-1.00,0
665,5.15,2.12,13954,14245,292,Car,1,404.40,33.55,35.97,34.76,113.83,3.36,23.48,1
666,11.82,2.50,13984,14406,423,Truck,1,403.10,23.64,24.08,23.89,16.00,0.67,144.15,0
667,4.75,1.92,14037,14345,309,Car,2,408.12,32.21,34.75,33.14,54.53,1.62,7.66,1
668,16.83,2.50,14039,14477,439,Truck,1,402.22,22.76,23.23,22.97,34.50,1.49,-1.00,0
669,4.65,1.92,14062,14386,325,Car,2,406.95,30.24,32.15,31.41,27.46,0.89,12.40,0
670,5.05,2.12,14066,14291,226,Car,2,407.89,44.19,45.94,45.35,-1.00,-1.00,-1.00,0
671,11.82,2.50,14092,14523,432,Truck,1,403.81,23.04,24.12,23.43,31.45,1.33,33.02,0
672,4.85,1.92,14095,14441,347,Car,2,408.79,29.08,30.75,29.55,36.34,1.24,-1.00,0
673,12.03,2.50,14156,14581,426,Truck,1,403.86,23.22,24.51,23.76,41.70,1.77,41.82,0
674,4.65,2.02,14174,14416,243,Car,2,407.15,41.46,42.30,42.08,115.97,2.74,15.47,0
675,3.84,1.72,14181,14529,349,Car,2,407.27,28.44,29.66,29.27,95.46,3.35,-1.00,0
676,4.75,1.92,14206,14461,256,Car,2,407.85,39.01,40.96,40.01,48.51,1.24,-1.00,0
677,4.55,1.92,14208,14502,295,Car,2,398.92,32.33,35.39,33.94,11.62,0.35,4.46,1
678,4.04,1.82,14229,14510,282,Car,1,405.87,35.88,36.34,36.14,-1.00,-1.00,-1.00,0
679,3.94,1.82,14262,14582,321,Car,2,407.12,30.13,33.19,31.82,60.17,1.96,20.30,0
680,4.45,1.92,14277,14569,293,Car,1,405.56,34.36,35.51,34.74,64.16,1.80,-1.00,0
681,4.55,1.92,14292,14550,259,Car,2,406.51,38.41,40.55,39.41,62.31,1.62,13.91,0
682,4.75,1.92,14319,14578,260,Car,2,407.49,38.18,40.22,39.35,37.10,0.96,53.91,0
683,6.37,2.73,14327,14617,291,Car,1,405.95,34.64,35.20,35.01,60.59,1.73,76.79,0
684,5.15,2.02,14336,14642,307,Car,2,406.91,33.10,33.44,33.26,74.81,2.25,24.88,0
685,16.98,2.50,14371,14788,418,Truck,1,403.28,23.92,24.47,24.19,181.96,7.51,175.71,0
686,4.85,2.12,14381,14677,297,Car,1,407.39,33.19,35.12,34.44,70.43,2.12,450.08,0
687,4.65,1.92,14401,14709,309,Car,1,406.61,31.22,34.75,33.03,21.32,0.68,-1.00,0
688,14.45,2.50,14404,14820,417,Truck,1,404.78,24.10,24.50,24.33,16.08,0.66,37.92,0
689,3.74,1.92,14419,14733,315,Car,1,406.92,30.73,34.32,32.41,18.42,0.60,96.51,0
690,4.55,2.02,14425,14678,254,Car,2,406.55,38.38,41.74,40.20,161.04,3.96,65.96,0
691,5.05,2.02,14446,14782,337,Car,1,406.55,28.65,32.06,30.26,27.47,0.89,445.15,0
692,4.45,1.92,14450,14774,325,Car,2,406.40,30.93,31.82,31.37,147.31,4.76,-1.00,0
693,4.65,2.02,14451,14705,255,Car,2,407.90,39.00,41.70,40.17,35.55,0.91,185.89,0
694,16.67,2.50,14459,14886,428,Truck,1,405.10,23.34,24.09,23.72,36.35,1.52,-1.00,0
695,4.45,1.82,14475,14815,341,Car,1,406.71,28.62,31.65,29.92,27.07,0.93,31.02,0
696,4.45,2.02,14507,14841,335,Car,1,405.34,28.81,32.19,30.36,21.16,0.72,10.03,0
697,4.55,1.92,14543,14877,335,Car,1,407.88,28.98,32.03,30.54,35.79,1.21,22.51,0
698,4.55,1.92,14563,14954,392,Car,1,406.20,24.40,26.89,25.98,63.25,2.54,24.29,0
699,4.45,1.92,14565,14892,328,Car,1,398.89,28.85,32.04,30.50,19.72,0.66,24.31,0
700,4.55,1.92,14595,14926,332,Car,1,407.07,29.84,31.40,30.76,30.52,1.01,22.74,0
701,4.35,1.92,14604,14962,359,Car,1,406.58,27.50,29.16,28.40,7.71,0.26,3.25,1
702,4.85,2.02,14618,14949,332,Car,1,405.85,29.44,31.70,30.67,20.73,0.70,40.89,0
703,4.65,2.22,14647,14986,340,Car,1,406.93,28.84,30.73,30.02,23.80,0.81,46.18,0
704,4.24,1.92,14674,15009,336,Car,1,406.49,29.43,32.34,30.35,23.28,0.79,13.17,0
705,4.65,1.92,14705,15036,332,Car,1,406.11,29.36,33.23,30.68,27.25,0.92,16.70,0
706,4.95,1.92,14750,15067,318,Car,1,406.07,31.16,32.87,32.04,33.03,1.04,14.13,0
707,4.24,1.92,14758,15112,355,Car,1,404.61,28.43,28.88,28.59,165.96,5.78,42.70,0
708,4.95,2.12,14798,15119,322,Car,1,405.14,30.41,32.24,31.56,57.02,1.87,197.96,0
709,4.75,1.92,14822,15196,375,Car,1,406.32,26.11,27.95,27.17,70.57,2.60,-1.00,0
710,4.85,2.02,14829,15148,320,Car,1,405.81,30.95,32.40,31.82,32.96,1.02,28.66,0
711,4.45,1.92,14856,15171,316,Car,1,404.00,31.53,32.54,32.08,23.19,0.72,24.75,0
712,4.85,2.02,14877,15203,327,Car,1,407.01,30.91,31.49,31.23,23.67,0.75,-1.00,0
713,4.95,2.12,14902,15227,326,Car,1,406.39,30.56,31.79,31.28,24.97,0.80,37.47,0
714,4.24,1.92,14929,15278,350,Car,1,405.02,27.60,30.20,29.02,87.72,3.09,39.28,0
715,4.75,1.82,14968,15266,299,Car,1,406.53,31.93,36.18,34.12,44.91,1.40,13.48,0
716,4.35,2.02,15013,15314,302,Car,1,406.53,31.84,35.32,33.79,56.82,1.71,44.78,0
717,4.45,2.02,15028,15330,303,Car,1,405.82,31.60,34.89,33.61,15.90,0.46,31.37,0
718,3.64,1.82,15034,15337,304,Car,1,398.19,29.98,34.63,32.87,7.51,0.23,18.07,1
719,4.55,1.92,15051,15364,314,Car,1,406.15,31.05,33.61,32.45,23.07,0.73,13.81,0
720,4.65,1.92,15083,15399,317,Car,1,406.98,31.33,34.81,32.21,33.84,1.04,24.98,0
721,4.04,1.82,15117,15431,315,Car,1,404.54,30.93,32.62,32.22,110.32,3.38,40.13,0
722,5.15,2.02,15205,15454,250,Car,2,407.32,40.41,41.12,40.93,-1.00,-1.00,-1.00,0
723,4.24,2.02,15213,15526,314,Car,1,404.67,31.39,33.04,32.33,115.74,3.58,99.72,0
724,7.07,2.32,15243,15566,324,Car,2,406.95,31.01,31.87,31.51,53.75,1.73,-1.00,0
725,10.61,2.53,15358,15777,420,Car,2,407.06,23.75,24.79,24.31,33.31,1.36,-1.00,0
726,4.24,1.92,15360,15613,254,Car,1,405.55,36.81,42.35,40.09,127.74,3.27,15.58,1
727,4.85,2.02,15383,15612,230,Car,1,405.67,41.28,46.72,44.31,34.01,0.82,358.95,0
728,3.74,1.82,15391,15698,308,Car,2,406.88,32.72,33.90,33.16,-1.00,-1.00,-1.00,1
729,3.89,1.82,15407,15751,345,Car,1,396.75,28.64,29.30,28.85,45.39,1.58,-1.00,0
730,4.24,1.82,15416,15717,302,Car,2,401.06,32.88,34.18,33.33,28.40,0.85,106.55,1
731,4.24,1.92,15427,15679,253,Car,1,403.48,39.26,40.41,40.06,67.53,1.69,31.75,1
732,4.75,2.02,15428,15740,313,Car,1,396.88,29.59,32.69,31.82,8.46,0.26,2.35,1
733,4.04,1.92,15441,15837,397,Car,2,399.92,24.12,28.33,25.26,68.51,2.53,31.18,0
734,6.37,2.50,15474,15806,333,Truck,1,402.91,30.17,30.76,30.34,47.30,1.55,34.00,0
735,4.35,1.92,15486,15768,283,Car,1,404.65,34.02,38.06,35.89,26.67,0.78,9.25,0
736,4.45,2.02,15512,15787,276,Car,1,404.76,34.58,38.35,36.81,21.85,0.62,13.40,0
737,4.95,2.02,15532,15793,262,Car,1,397.55,34.44,39.38,38.10,11.92,0.34,7.62,0
738,16.52,2.50,15575,16014,440,Truck,2,405.58,22.55,23.79,23.11,12.82,0.55,-1.00,0
739,4.45,1.92,15592,15965,374,Car,2,399.97,25.58,27.33,26.82,227.06,8.66,-1.00,1
740,4.75,2.12,15607,15901,295,Car,1,405.21,33.27,35.45,34.47,122.43,3.62,28.09,0
741,4.45,1.87,15643,15949,307,Car,1,403.16,31.76,34.65,32.95,44.38,1.28,-1.00,1
742,4.55,1.92,15664,15916,253,Car,1,404.48,36.94,42.47,40.17,191.93,4.72,31.03,0
743,4.95,1.92,15682,15984,303,Car,2,406.93,33.31,34.22,33.71,38.21,1.13,5.57,0
744,18.90,2.50,15692,16107,416,Truck,1,402.25,24.12,24.44,24.24,27.58,1.13,-1.00,0
745,4.55,2.02,15726,16033,308,Car,1,405.17,31.70,33.75,33.01,90.04,2.67,210.01,1
746,12.03,2.50,15731,16147,417,Truck,1,403.19,23.86,24.44,24.24,25.71,1.06,176.71,0
747,5.66,2.53,15743,16093,351,Car,2,404.38,26.91,29.91,28.90,82.15,2.95,16.46,0
748,5.05,2.12,15751,16045,295,Car,2,406.23,32.85,35.92,34.57,82.20,2.31,62.77,0
749,4.24,1.92,15774,16092,319,Car,1,404.83,30.77,32.51,31.83,59.19,1.82,-1.00,0
750,4.35,1.82,15786,16086,301,Car,2,407.09,32.91,34.91,33.94,42.61,1.29,-1.00,0
751,10.31,2.50,15804,16213,410,Truck,2,403.89,24.22,25.22,24.70,61.21,2.52,-1.00,0
752,4.45,1.92,15808,16129,322,Car,1,406.42,31.35,31.92,31.66,40.98,1.29,72.66,0
753,4.55,1.92,15814,16107,294,Car,2,399.49,32.53,34.55,34.11,31.36,0.91,47.93,0
754,4.65,2.02,15839,16131,293,Car,2,405.74,33.68,35.19,34.76,21.50,0.61,26.80,0
755,4.95,2.02,15839,16159,321,Car,1,404.91,31.08,32.51,31.64,32.48,1.01,53.58,0
756,4.35,1.92,15877,16190,314,Car,1,403.96,30.85,34.00,32.28,33.07,1.05,25.43,0
757,12.83,2.50,15883,16301,419,Truck,1,402.76,23.93,24.23,24.10,134.53,5.56,452.64,0
758,4.45,1.92,15886,16172,287,Car,2,406.62,33.80,36.94,35.56,55.34,1.51,30.60,0
759,4.24,1.92,15904,16216,313,Car,1,404.29,30.02,34.76,32.40,26.77,0.86,28.63,0
760,4.75,2.02,15933,16225,293,Car,2,406.87,31.85,37.63,34.86,59.36,1.86,-1.00,0
761,17.99,2.50,15939,16399,461,Truck,2,405.79,21.09,22.70,22.06,114.96,5.45,-1.00,0
762,5.05,2.12,15953,16244,292,Car,2,405.87,33.03,36.88,34.90,18.11,0.53,22.25,0
763,4.75,1.92,15953,16253,301,Car,1,406.65,30.99,36.20,33.91,41.76,1.32,18.20,0
764,11.93,2.50,15971,16405,435,Truck,1,404.12,23.12,23.43,23.28,73.34,3.15,-1.00,0
765,4.75,1.82,15992,16315,324,Car,2,406.79,26.70,34.62,31.50,49.15,1.84,-1.00,0
766,8.59,2.50,16005,16471,467,Truck,2,404.76,21.21,22.07,21.71,47.22,2.22,-1.00,0
767,4.04,1.92,16031,16342,312,Car,1,404.29,32.03,33.04,32.52,105.42,3.19,85.27,0
768,11.87,2.50,16037,16468,432,Truck,1,404.08,23.17,23.67,23.45,47.24,2.02,145.96,0
769,4.45,2.02,16083,16387,305,Car,2,406.11,32.37,34.89,33.41,90.60,2.75,32.84,0
770,4.14,2.02,16092,16410,319,Car,1,404.37,31.09,32.17,31.81,76.07,2.36,-1.00,0
771,8.59,2.50,16099,16535,437,Truck,1,401.51,22.55,23.40,23.03,47.26,2.04,250.62,0
772,4.65,2.12,16124,16438,315,Car,1,406.02,31.98,32.58,32.35,32.17,0.99,26.19,0
773,4.65,2.02,16128,16564,437,Car,1,404.55,22.70,23.60,23.21,20.22,0.88,23.25,0
774,4.55,1.82,16135,16479,345,Car,2,407.31,29.14,30.11,29.61,70.85,2.41,11.97,1
775,4.55,2.02,16146,16466,321,Car,1,406.07,31.35,32.16,31.74,22.46,0.70,508.82,0
776,4.85,1.92,16208,16511,304,Car,2,406.12,31.74,34.45,33.52,36.36,1.13,12.35,0
777,4.24,1.92,16208,16524,317,Car,1,406.92,30.38,33.00,32.21,66.10,2.05,45.94,0
778,4.75,1.82,16240,16568,329,Car,2,399.46,29.13,32.06,30.46,35.97,1.14,13.91,1
779,6.97,2.43,16270,16570,301,Car,1,405.58,32.57,35.37,33.81,53.14,1.59,17.64,0
